aladin_순위,제목,aladin_저자,aladin_출판사,aladin_출간일,aladin_가격,aladin_평점,aladin_장르,상명대학교_학술정보관_장르,현재 날짜
  66    ,슬기로운 수면생활,서진원 (지은이) , 도서출판 북산 ,2022-07-01,7700,5.0,건강/취미,가정/생활,2023-02-23
  67    ,컨디션도 습관이다,"오오츠카 구니아키 (지은이), 황세정 (옮긴이) ", 예문아카이브 ,2023-02-01,10500,5.0,건강/취미,가정/생활,2023-02-23
  68    ,맛있게 살 빠지는 고단백 저탄수화물 다이어트 레시피,미니 박지우 (지은이) , 비에이블 ,2020-07-01,12250,5.0,건강/취미,가정/생활,2023-02-23
  69    ,헬스의 정석 : 근력운동편,수피 (지은이) , 한문화 ,2016-07-01,17000,5.0,건강/취미,가정/생활,2023-02-23
  70    ,나는 내가 죽었다고 생각했습니다,장호연 (옮긴이) , 윌북 ,2018-11-01,9660,4.5,건강/취미,가정/생활,2023-02-23
  71    ,최강의 식사,데이브 아스프리 (지은이) , 앵글북스 ,2017-06-01,12800,4.0,건강/취미,가정/생활,2023-02-23
  72    ,당신은 뇌를 고칠 수 있다,"톰 오브라이언 (지은이), 이시은 (옮긴이) ", 브론스테인 ,2019-09-01,11700,4.5,건강/취미,가정/생활,2023-02-23
  73    ,소식주의자,미즈노 남보쿠 (지은이) , 사이몬북스 ,2022-05-01,9000,4.5,건강/취미,가정/생활,2023-02-23
  74    ,나는 질병없이 살기로 했다 : 독소를 청소하면 왜 병과 비만은 사라지는가,"하비 다이아몬드 (지은이), 강신원 (옮긴이) ", 사이몬북스 ,2020-02-01,8000,5.0,건강/취미,가정/생활,2023-02-23
  75    ,강경원의 백 투 베이직,강경원 (지은이) , 세미콜론 ,2021-08-01,13700,4.5,건강/취미,가정/생활,2023-02-23
  76    ,럭키 타로북 : 그랜드 마스터 레이철 폴락의 타로카드 완벽 가이드,"만물상 (그림), 구민희 (옮긴이) ", 재미주의 ,2018-01-01,10000,4.0,건강/취미,가정/생활,2023-02-23
  77    ,치매의 거의 모든 기록,"웬디 미첼 (지은이), 조진경 (옮긴이) ", 문예춘추사 ,2022-10-01,10080,5.0,건강/취미,가정/생활,2023-02-23
  78    ,죄수 운동법,"폴 웨이드 (지은이), 정미화 (옮긴이) ", 비타북스 ,2017-07-01,15400,4.5,건강/취미,가정/생활,2023-02-23
  79    ,어느 채식의사의 고백,"존 A. 맥두걸 (지은이), 강신원 (옮긴이) ", 사이몬북스 ,2022-01-01,9000,5.0,건강/취미,가정/생활,2023-02-23
  80    ,늙지 않는 비밀,"엘리자베스 블랙번, 엘리사 에펠 (지은이), 이한음 (옮긴이) ", 알에이치코리아(RHK) ,2018-03-01,11900,4.5,건강/취미,가정/생활,2023-02-23
  81    ,움직임의 힘,"켈리 맥고니걸 (지은이), 박미경 (옮긴이) ", 안드로메디안 ,2020-04-01,11700,4.0,건강/취미,가정/생활,2023-02-23
  82    ,오늘의 키토식,"키토제닉 다이어트 카페 (지은이), 정명일 (감수) ", 길벗 ,2019-11-01,14000,5.0,건강/취미,가정/생활,2023-02-23
  83    ,다이어트는 왜 우리를 살찌게 하는가,"샌드라 아모트 (지은이), 장혜인 (옮긴이) ", 포레스트북스 ,2021-06-01,10000,4.5,건강/취미,가정/생활,2023-02-23
  84    ,신경 청소 혁명,"구도 치아키 (지은이), 김은혜 (옮긴이) ", 비타북스 ,2021-09-01,9800,5.0,건강/취미,가정/생활,2023-02-23
  85    ,당신은 개를 키우면 안 된다,강형욱 (지은이) , 혜다 ,2020-01-01,13320,5.0,건강/취미,가정/생활,2023-02-23
  86    ,차민수 TEXAS HOLD'EM,차민수 (지은이) , 티나 ,2021-10-01,17100,4.0,건강/취미,가정/생활,2023-02-23
  87    ,당신이 플라시보다,"조 디스펜자 (지은이), 추미란 (옮긴이) ", 샨티 ,2022-05-01,20000,4.5,건강/취미,가정/생활,2023-02-23
  88    ,맛있는 게 좋아서 양조절 다이어트,한아름 (지은이) , 길벗 ,2022-06-01,12950,4.5,건강/취미,가정/생활,2023-02-23
  89    ,오래도록 젊음을 유지하고 건강하게 죽는 법,"스티븐 R. 건드리 (지은이), 박선영 (옮긴이), 이용승 (감수) ", 브론스테인 ,2019-12-01,12420,4.5,건강/취미,가정/생활,2023-02-23
  90    ,새로 만든 내몸 사용 설명서,"마이클 로이젠, 메멧 오즈 (지은이), 유태우 (옮긴이) ", 김영사 ,2014-02-01,10080,4.5,건강/취미,가정/생활,2023-02-23
  91    ,이게 다 호르몬 때문이야,"마쓰무라 게이코 (지은이), 이은혜 (옮긴이) ", FIKALIFE(피카라이프) ,2022-10-01,10500,5.0,건강/취미,가정/생활,2023-02-23
  92    ,일상을 담는 아이패드 드로잉,이이오 (지은이) , 한빛라이프 ,2022-03-01,12960,5.0,건강/취미,가정/생활,2023-02-23
  93    ,벤 호건 골프의 기본,"벤 호건, 허버트 워런 윈드 (지은이), 앤서니 라비엘리 (그림) ", 한국경제신문 ,2022-03-01,16000,4.5,건강/취미,가정/생활,2023-02-23
  94    ,"옛날 영화, 이 좋은 걸 이제 알았다니",듀나 (지은이) , 구픽 ,2022-05-01,9450,4.5,건강/취미,가정/생활,2023-02-23
  95    ,의사에게 살해당하지 않는 47가지 방법,"곤도 마코토 (지은이), 이근아 (옮긴이) ", 더난출판사 ,2019-06-01,9100,4.0,건강/취미,가정/생활,2023-02-23
  96    ,스탠퍼드식 최고의 수면법,"니시노 세이지 (지은이), 조해선 (옮긴이) ", 북라이프 ,2017-10-01,9800,5.0,건강/취미,가정/생활,2023-02-23
  97    ,가장 쉬운 8체질 자가진단,이상원 (지은이) , 문예춘추사 ,2021-05-01,10800,5.0,건강/취미,가정/생활,2023-02-23
  98    ,간헐적 단식? 내가 한 번 해보지! : 3인 3색 간헐적 단식 체험기,"아놀드 홍, 에스더 킴, 임세찬 (지은이) ", 한국경제신문 ,2019-09-01,11800,5.0,건강/취미,가정/생활,2023-02-23
  99    ,코로나 미스터리,김상수 (지은이) , 에디터 ,2020-12-01,10500,5.0,건강/취미,가정/생활,2023-02-23
  100    ,뱃살이 쏙 빠지는 식사법,"에베 코지 (지은이), 김은혜 (옮긴이) ", 더난출판 ,2020-06-01,9800,5.0,건강/취미,가정/생활,2023-02-23
  1    ,사이토 히토리의 1퍼센트 부자의법칙,"사이토 히토리 (지은이), 김진아 (옮긴이) ", 나비스쿨 ,2023-02-01,12000,5.0,경제경영,경제/비즈니스,2023-02-23
  2    ,원씽,"게리 켈러, 제이 파파산 (지은이), 구세희 (옮긴이) ", 비즈니스북스 ,2013-08-01,10000,4.0,경제경영,경제/비즈니스,2023-02-23
  3    ,챗GPT,반병현 (지은이) , 생능북스 ,2023-02-01,11000,5.0,경제경영,경제/비즈니스,2023-02-23
  4    ,역행자,자청 (지은이) , 웅진지식하우스 ,2022-05-01,11070,3.5,경제경영,경제/비즈니스,2023-02-23
  5    ,보도 섀퍼 부의 레버리지,"보도 섀퍼 (지은이), 한윤진 (옮긴이) ", 비즈니스북스 ,2023-02-01,11030,5.0,경제경영,경제/비즈니스,2023-02-23
  6    ,K 배터리 레볼루션,박순혁 (지은이) , 지와인 ,2023-02-01,13300,5.0,경제경영,경제/비즈니스,2023-02-23
  7    ,마케팅 설계자,"러셀 브런슨 (지은이), 이경식 (옮긴이) ", 윌북 ,2022-12-01,17360,5.0,경제경영,경제/비즈니스,2023-02-23
  8    ,금리의 역습,"에드워드 챈슬러 (지은이), 임상훈 (옮긴이) ", 위즈덤하우스 ,2023-02-01,20790,5.0,경제경영,경제/비즈니스,2023-02-23
  9    ,초거대 위협,"누리엘 루비니 (지은이), 박슬라 (옮긴이) ", 한국경제신문 ,2023-02-01,18000,5.0,경제경영,경제/비즈니스,2023-02-23
  10    ,부의 추월차선 (10주년 스페셜 에디션),"엠제이 드마코 (지은이), 신소영 (옮긴이) ", 토트 ,2022-02-01,12000,4.0,경제경영,경제/비즈니스,2023-02-23
  11    ,주식투자 최적의 타이밍을 잡는 법,"스탠 와인스타인 (지은이), 우승택 (옮긴이) ", 플로우 ,2021-02-01,15400,4.5,경제경영,경제/비즈니스,2023-02-23
  12    ,부자 아빠 가난한 아빠 20주년 특별 기념판 [부자 아빠 가난한 아빠 1 개정증보판],"로버트 기요사키 (지은이), 안진환 (옮긴이) ", 민음인 ,2018-04-01,11900,4.0,경제경영,경제/비즈니스,2023-02-23
  13    ,"돈, 뜨겁게 사랑하고 차갑게 다루어라","앙드레 코스톨라니 (지은이), 한윤진 (옮긴이) ", 미래의창 ,2022-04-01,9600,4.5,경제경영,경제/비즈니스,2023-02-23
  14    ,Stick 스틱! (15주년 기념판),"칩 히스, 댄 히스 (지은이), 안진환 (옮긴이) ", 웅진지식하우스 ,2022-10-01,11340,5.0,경제경영,경제/비즈니스,2023-02-23
  15    ,트렌드 코리아 2023,"김난도, 전미영, 최지혜 (지은이) ", 미래의창 ,2022-10-01,13300,4.0,경제경영,경제/비즈니스,2023-02-23
  16    ,AI 2041,"리카이푸, 천치우판 (지은이), 이현 (옮긴이) ", 한빛비즈 ,2023-01-01,20860,5.0,경제경영,경제/비즈니스,2023-02-23
  17    ,주식투자 무작정 따라하기 (최신개정판),윤재수 (지은이) , 길벗 ,2023-02-01,18400,4.5,경제경영,경제/비즈니스,2023-02-23
  18    ,돈의 속성,김승호 (지은이) , 스노우폭스북스 ,2022-03-01,12460,4.5,경제경영,경제/비즈니스,2023-02-23
  19    ,부자의 그릇,"이즈미 마사토 (지은이), 김윤수 (옮긴이) ", 다산북스 ,2020-12-01,10500,4.5,경제경영,경제/비즈니스,2023-02-23
  20    ,돈의 심리학,"모건 하우절, 이지연 (지은이) ", 인플루엔셜(주) ,2021-01-01,14800,4.5,경제경영,경제/비즈니스,2023-02-23
  21    ,전설로 떠나는 월가의 영웅,"피터 린치, 존 로스차일드 (지은이), 이건 (옮긴이) ", 국일증권경제연구소 ,2021-08-01,18200,5.0,경제경영,경제/비즈니스,2023-02-23
  22    ,"뇌, 욕망의 비밀을 풀다","한스-게오르크 호이젤 (지은이), 한윤진, 강영옥, 김신종 (옮긴이) ", 비즈니스북스 ,2019-09-01,12600,4.5,경제경영,경제/비즈니스,2023-02-23
  23    ,가진 돈은 몽땅 써라,"호리에 다카후미 (지은이), 윤지나 (옮긴이) ", 쌤앤파커스 ,2022-06-01,9800,4.0,경제경영,경제/비즈니스,2023-02-23
  24    ,거인의 어깨 1,홍진채 (지은이) , 포레스트북스 ,2022-12-01,15260,5.0,경제경영,경제/비즈니스,2023-02-23
  25    ,스토리만이 살길,"리사 크론 (지은이), 홍한결 (옮긴이) ", 부키 ,2022-06-01,12500,4.5,경제경영,경제/비즈니스,2023-02-23
  26    ,경제파국으로 치닫는 금융위기,최용식 (지은이) , 새빛 ,2022-12-01,14000,4.0,경제경영,경제/비즈니스,2023-02-23
  27    ,장사의 神 (200쇄 기념 블랙 에디션),"우노 다카시 (지은이), 김문정 (옮긴이) ", 쌤앤파커스 ,2023-01-01,12000,0.0,경제경영,경제/비즈니스,2023-02-23
  28    ,2023 상장기업 업종 지도(25개 업종 종목 지도 부록 포함),박찬일 (지은이) , 에프엔미디어 ,2023-02-01,10800,5.0,경제경영,경제/비즈니스,2023-02-23
  29    ,장단기 투자의 비밀,"래리 윌리엄스 (지은이), 이은주 (옮긴이) ", 이레미디어 ,2023-01-01,17500,4.0,경제경영,경제/비즈니스,2023-02-23
  30    ,아파트 투자는 사이클이다,이현철 (지은이) , 여의도책방 ,2022-11-01,14000,4.0,경제경영,경제/비즈니스,2023-02-23
  31    ,사업의 철학,"마이클 E. 거버 (지은이), 이제용 (옮긴이) ", 라이팅하우스 ,2015-09-01,10080,4.5,경제경영,경제/비즈니스,2023-02-23
  32    ,솔직히 회계 1도 모르겠습니다,"고야마 아키히로 (지은이), 김지낭 (옮긴이) ", 포레스트북스 ,2022-07-01,12600,5.0,경제경영,경제/비즈니스,2023-02-23
  33    ,AI 혁명의 미래,"정인성, 최홍섭 (지은이) ", 이레미디어 ,2023-01-01,12600,4.5,경제경영,경제/비즈니스,2023-02-23
  34    ,주린이도 술술 읽는 친절한 주식책,"최정희, 이슬기 (지은이) ", 메이트북스 ,2020-09-01,9000,4.5,경제경영,경제/비즈니스,2023-02-23
  35    ,내가 알고 있는 걸 당신도 알게 된다면 (리커버 에디션),"칼 필레머 (지은이), 박여진 (옮긴이) ", 토네이도 ,2022-08-01,13600,5.0,경제경영,경제/비즈니스,2023-02-23
  36    ,시장의 마법사들,"잭 슈웨거 (지은이), 임기홍 (옮긴이) ", 이레미디어 ,2013-06-01,18000,4.5,경제경영,경제/비즈니스,2023-02-23
  37    ,"개장 전, 아직 켜지지 않은 모니터 앞에서",강민우(돈깡) (지은이) , 이레미디어 ,2021-12-01,11200,4.5,경제경영,경제/비즈니스,2023-02-23
  38    ,5천만 원으로 시작하는 미라클 기적의 재개발 재건축,진와이스(장미진) (지은이) , 리더스북 ,2023-02-01,12600,5.0,경제경영,경제/비즈니스,2023-02-23
  39    ,언스크립티드  : 부의 추월차선 완결판,"엠제이 드마코 (지은이), 안시열 (옮긴이) ", 토트 ,2018-01-01,12000,4.5,경제경영,경제/비즈니스,2023-02-23
  40    ,넛지 : 파이널 에디션,"리처드 H. 탈러, 캐스 R. 선스타인 (지은이), 이경식 (옮긴이) ", 리더스북 ,2022-06-01,15500,4.5,경제경영,경제/비즈니스,2023-02-23
  41    ,나의 월급 독립 프로젝트 (리마스터 에디션),유목민 (지은이) , 리더스북 ,2022-11-01,13300,5.0,경제경영,경제/비즈니스,2023-02-23
  42    ,변화하는 세계 질서,"레이 달리오 (지은이), 송이루, 조용빈 (옮긴이) ", 한빛비즈 ,2022-06-01,30400,4.5,경제경영,경제/비즈니스,2023-02-23
  43    ,영화를 빨리 감기로 보는 사람들,"이나다 도요시 (지은이), 황미숙 (옮긴이) ", 현대지성 ,2022-11-01,11000,5.0,경제경영,경제/비즈니스,2023-02-23
  44    ,EBS 다큐프라임 자본주의,EBS 자본주의 제작팀 (지은이) , 가나출판사 ,2015-05-01,11900,4.5,경제경영,경제/비즈니스,2023-02-23
  45    ,나의 투자는 새벽 4시에 시작된다,유목민 (지은이) , 리더스북 ,2022-04-01,13900,4.0,경제경영,경제/비즈니스,2023-02-23
  46    ,무기가 되는 스토리 : 브랜드 전쟁에서 살아남는 7가지 문장 공식,"도널드 밀러 (지은이), 이지연 (옮긴이) ", 윌북 ,2018-09-01,10360,4.5,경제경영,경제/비즈니스,2023-02-23
  47    ,거인의 어깨 2,홍진채 (지은이) , 포레스트북스 ,2022-12-01,14560,5.0,경제경영,경제/비즈니스,2023-02-23
  48    ,나는 돈이 없어도 사업을 한다,"프레이저 도허티 (지은이), 박홍경 (옮긴이), 명승은 (감수) ", 비즈니스북스 ,2017-10-01,10500,4.5,경제경영,경제/비즈니스,2023-02-23
  49    ,무조건 팔리는 카피,"글렌 피셔 (지은이), 박지혜 (옮긴이) ", 동양북스(동양문고) ,2023-01-01,13000,5.0,경제경영,경제/비즈니스,2023-02-23
  50    ,내 통장 구제하기 프로젝트,이삭 (지은이) , 알에이치코리아(RHK) ,2023-01-01,11760,5.0,경제경영,경제/비즈니스,2023-02-23
  51    ,금리 하나 알았을 뿐인데,이도훈 (지은이) , 유노북스 ,2023-01-01,14500,5.0,경제경영,경제/비즈니스,2023-02-23
  52    ,하마터면 또 회계를 모르고 일할 뻔했다!,"김수헌, 이재홍 (지은이) ", 어바웃어북 ,2022-12-01,14000,4.5,경제경영,경제/비즈니스,2023-02-23
  53    ,나는 경매로 1년 만에 인생을 역전했다,구범준 (지은이) , 길벗 ,2023-02-01,16000,5.0,경제경영,경제/비즈니스,2023-02-23
  54    ,생각에 관한 생각,"대니얼 카너먼 (지은이), 이창신 (옮긴이) ", 김영사 ,2018-04-01,15750,4.5,경제경영,경제/비즈니스,2023-02-23
  55    ,유난한 도전,정경화 (지은이) , 북스톤 ,2022-11-01,13000,5.0,경제경영,경제/비즈니스,2023-02-23
  56    ,부자 아빠 가난한 아빠 2,"로버트 기요사키, 샤론 레흐트 (지은이), 형선호 (옮긴이) ", 민음인 ,2012-12-01,10500,4.0,경제경영,경제/비즈니스,2023-02-23
  57    ,일의 격,신수정 (지은이) , 턴어라운드 ,2022-01-01,12600,5.0,경제경영,경제/비즈니스,2023-02-23
  58    ,우리는 어디서 살아야 하는가,김시덕 (지은이) , 포레스트북스 ,2022-07-01,12500,4.5,경제경영,경제/비즈니스,2023-02-23
  59    ,부동산을 공부할 결심,배문성 (지은이) , 어바웃어북 ,2022-11-01,17500,5.0,경제경영,경제/비즈니스,2023-02-23
  60    ,찰리 멍거 바이블,"이건, 김재현 (지은이) ", 에프엔미디어 ,2022-12-01,17000,4.5,경제경영,경제/비즈니스,2023-02-23
  61    ,나는 대출 없이 0원으로 소형 아파트를 산다,잭파시(최경천) (지은이) , 다산북스 ,2022-04-01,14000,5.0,경제경영,경제/비즈니스,2023-02-23
  62    ,퀀트투자 무작정 따라하기,강환국 (지은이) , 길벗 ,2022-10-01,20000,4.5,경제경영,경제/비즈니스,2023-02-23
  63    ,마케팅이다,"세스 고딘 (지은이), 김태훈 (옮긴이) ", 쌤앤파커스 ,2019-09-01,12600,4.5,경제경영,경제/비즈니스,2023-02-23
  64    ,창발의 시대,"패트릭 와이먼 (지은이), 장영재 (옮긴이) ", 로크미디어 ,2022-11-01,13700,0.0,경제경영,경제/비즈니스,2023-02-23
  65    ,일론 머스크: 미래의 설계자,"애슐리 반스 (지은이), 안기순 (옮긴이) ", 김영사 ,2015-05-01,11250,4.5,경제경영,경제/비즈니스,2023-02-23
  66    ,브랜드로 남는다는 것,홍성태 (지은이) , 북스톤 ,2022-11-01,18000,0.0,경제경영,경제/비즈니스,2023-02-23
  67    ,군중의 망상,"윌리엄 번스타인 (지은이), 노윤기 (옮긴이) ", 포레스트북스 ,2023-01-01,29400,5.0,경제경영,경제/비즈니스,2023-02-23
  68    ,피터 린치의 투자 이야기,"피터 린치, 존 로스차일드 (지은이), 고영태 (옮긴이) ", 흐름출판 ,2021-12-01,15200,5.0,경제경영,경제/비즈니스,2023-02-23
  69    ,부의 본능 (개정증보판),우석(브라운스톤) (지은이) , 토트 ,2022-06-01,11900,5.0,경제경영,경제/비즈니스,2023-02-23
  70    ,배터리 전쟁,"루카스 베드나르스키 (지은이), 안혜림 (옮긴이) ", 위즈덤하우스 ,2023-01-01,14000,4.0,경제경영,경제/비즈니스,2023-02-23
